Day,X,Y,Z,VX,VY,VZ
72,-0.230463,0.237986,0.040587,-0.0258838,-0.0183799,0.000872084
73,-0.255422,0.218664,0.0412973,-0.0239936,-0.0201601,0.000553231
74,-0.278437,0.197677,0.0416932,-0.0220085,-0.0217116,0.000244368
75,-0.299427,0.175252,0.0417859,-0.0199573,-0.0230383,-5.21969e-05
76,-0.31834,0.151613,0.0415888,-0.0178657,-0.0241477,-0.000334713
77,-0.335148,0.12697,0.0411167,-0.0157559,-0.0250496,-0.000601927
78,-0.349843,0.101528,0.0403853,-0.0136472,-0.0257552,-0.000853012
79,-0.362435,0.0754744,0.0394111,-0.0115555,-0.026277,-0.0010875
80,-0.372948,0.0489882,0.0382109,-0.00949435,-0.0266277,-0.00130522
81,-0.381418,0.0222338,0.0368014,-0.00747439,-0.02682,-0.00150621
82,-0.387893,-0.00463695,0.0351993,-0.00550429,-0.0268666,-0.00169072
83,-0.392424,-0.0314845,0.0334209,-0.00359077,-0.0267794,-0.00185911
84,-0.395072,-0.0581809,0.0314821,-0.00173899,-0.0265699,-0.00201183
85,-0.395901,-0.0846094,0.0293984,4.72443e-05,-0.0262486,-0.00214942
86,-0.394978,-0.110663,0.0271845,0.00176523,-0.0258255,-0.00227242
87,-0.392371,-0.136246,0.0248548,0.00341315,-0.0253097,-0.00238142
88,-0.388153,-0.161269,0.022423,0.0049899,-0.0247096,-0.002477
89,-0.382394,-0.185651,0.0199022,0.00649497,-0.0240328,-0.00255974
90,-0.375167,-0.209321,0.0173049,0.00792827,-0.0232863,-0.0026302
91,-0.366542,-0.232211,0.0146432,0.00929006,-0.0224764,-0.00268892
92,-0.356592,-0.254261,0.0119286,0.0105808,-0.0216087,-0.00273641
93,-0.345387,-0.275416,0.00917193,0.0118012,-0.0206885,-0.00277315
94,-0.332996,-0.295627,0.00638382,0.0129521,-0.0197203,-0.00279959
95,-0.31949,-0.314846,0.00357431,0.0140342,-0.0187084,-0.00281615
96,-0.304935,-0.333033,0.000753088,0.0150485,-0.0176566,-0.00282322
97,-0.289401,-0.350149,-0.00207056,0.0159958,-0.0165682,-0.00282116
98,-0.272953,-0.36616,-0.00488767,0.0168769,-0.0154463,-0.0028103
99,-0.255656,-0.381033,-0.00768959,0.0176926,-0.0142937,-0.00279092
100,-0.237577,-0.39474,-0.010468,0.0184435,-0.013113,-0.00276331
101,-0.21878,-0.407252,-0.0132147,0.0191303,-0.0119065,-0.0027277
102,-0.199327,-0.418546,-0.0159219,0.0197533,-0.0106763,-0.00268431
103,-0.179284,-0.428599,-0.0185818,0.020313,-0.00942425,-0.00263333
104,-0.158713,-0.437389,-0.021187,0.0208095,-0.00815227,-0.00257492
105,-0.137677,-0.444899,-0.0237302,0.021243,-0.006862,-0.00250924
106,-0.116238,-0.45111,-0.0262041,0.0216134,-0.00555504,-0.00243641
107,-0.0944617,-0.456006,-0.0286017,0.0219205,-0.00423291,-0.00235653
108,-0.0724096,-0.459573,-0.0309159,0.0221639,-0.00289711,-0.00226969
109,-0.0501461,-0.461798,-0.0331398,0.0223432,-0.00154908,-0.00217597
110,-0.0277357,-0.46267,-0.0352666,0.0224576,-0.000190284,-0.00207542
111,-0.00524354,-0.462179,-0.0372895,0.0225062,0.0011778,-0.00196808
112,0.0172642,-0.460315,-0.0392017,0.0224881,0.00255364,-0.00185398
113,0.0397202,-0.457073,-0.0409964,0.0224021,0.00393564,-0.00173315
114,0.0620559,-0.452446,-0.042667,0.0222467,0.00532208,-0.00160559
115,0.0842013,-0.446432,-0.0442067,0.0220205,0.00671113,-0.00147132
116,0.106085,-0.439028,-0.0456088,0.0217215,0.00810078,-0.00133034
117,0.127632,-0.430235,-0.0468666,0.021348,0.00948883,-0.00118264
118,0.148769,-0.420055,-0.0479735,0.0208977,0.0108728,-0.00102824
119,0.169416,-0.408495,-0.0489226,0.0203683,0.0122501,-0.000867134
120,0.189494,-0.395562,-0.0497072,0.0197574,0.0136174,-0.000699357
121,0.20892,-0.381268,-0.0503209,0.0190624,0.0149715,-0.000524943
122,0.227608,-0.365627,-0.0507568,0.0182803,0.0163085,-0.000343953
123,0.24547,-0.34866,-0.0510086,0.0174083,0.0176238,-0.000156481
124,0.262415,-0.33039,-0.0510697,0.0164435,0.0189126,3.7344e-05
125,0.278348,-0.310845,-0.0509339,0.0153827,0.0201693,0.00023734
126,0.293172,-0.290062,-0.0505952,0.0142229,0.0213874,0.000443264
127,0.306786,-0.268082,-0.0500476,0.0129613,0.0225598,0.000654797
128,0.319087,-0.244955,-0.0492859,0.011595,0.0236784,0.000871527
129,0.32997,-0.220739,-0.0483051,0.0101217,0.024734,0.00109293
130,0.339325,-0.195501,-0.0471007,0.0085395,0.0257165,0.00131835
